"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","VIP"
8212,11.607,812.65503,"no MS2: HexCer 41:1;O4|HexCer 22:0;O3/19:1(2OH)","HexCer_AP",1.39752456591039
6843,9.011,757.86237,"Unknown","null",1.39643016978523
6250,4.337,719.99982,"Unknown","null",1.39633916228222
11179,13.718,969.77234,"no MS2: SM 52:5;O2","SM",1.39565973546247
7726,10.201,792.58899,"PC O-38:6","EtherPC",1.39536685937738
11649,10.445,1037.61658,"no MS2: PI 48:10","PI",1.39283245313069
13168,8.614,1563.12354,"Unknown","null",1.39229568192521
7507,9.215,785.591,"RIKEN P-VS1 ID-10653 from Mouse_Aorta_WT_N_Ctr","Unknown",1.39124269451061
8404,9.553,820.61713,"PC O-40:6|PC O-19:3_21:3","EtherPC",1.39020415801277
12848,8.982,1360.8031,"Unknown","null",1.38815741818521
2060,6.838,408.30865,"MG 21:5","MG",1.38762177149325
7577,9.213,787.59497,"RIKEN P-VS1 ID-10745 from Mouse_Aorta_ApoEKO_N_F1EPA","Unknown",1.38706138297088
10713,14.433,931.85205,"low score: SL 55:0;O2|SL 19:0;O/36:0;O","SL",1.38685798377056
8163,9.878,810.67242,"RIKEN P-VS1 ID-11780 from Mouse_Plasma_WT_N_F1","Unknown",1.38410427067917
8271,10.446,814.68628,"low score: DGTS 40:5|DGTS 18:0_22:5","DGTS",1.38302930724928
6532,8.927,740.56006,"PC O-34:4","EtherPC",1.38235145032517
10601,14.08,924.86914,"low score: TG 54:0;O|TG 18:0_18:0_18:0;O","OxTG",1.38173820979136
439,6.842,228.1969,"Unknown","null",1.38106682325138
9934,13.247,891.70581,"TG O-55:11|TG O-16:4_18:2_21:5","EtherTG",1.3800017896982
3506,4.236,529.38391,"RIKEN P-VS1 ID-4675 from Cell_HEK293_WT_N_Ctr","Unknown",1.37916963102624
1572,8.623,366.14078,"Unknown","null",1.37903112378534
9559,14.162,874.41144,"Unknown","null",1.37692134253884
8016,9.608,805.62018,"no MS2: SM 42:6;O2|SM 27:2;O2/15:4","SM",1.37204927607046
